ui_accessories_text.text was created: 2024/6/5 7:16:19
Filesize is: 415584 bytes

decoy
Group 0
No03204 - 赤カラステングの面Ｂ
No03205 - 白カラステングの面Ｂ
No03210 - 山伏の白肩掛け
No03211 - 山伏の黒肩掛け
No03220 - 黒山伏帽
No03221 - 赤山伏帽
No03222 - 山伏帽
No03230 - ダークレイスウィング
No03231 - ダークレイスウィングＢ
No03240 - 総髪
No03250 - コアユニット
No03251 - コアユニットＢ
No03260 - ショルダーシールド
No03261 - ショルダーシールドＢ
No03270 - 焼きサンマ
No03280 - オリエンタルヘアバンドＡ
No03281 - オリエンタルヘアバンドＢ
No03282 - オリエンタルヘアバンドＣ
No03290 - 極意の書
No03300 - 赤番傘
No03301 - 紺番傘
No03302 - 紫番傘
No03310 - ロウニンガサ
No03320 - テンガイ
No03330 - イヌ耳カチューシャ
No03340 - レッドショルダーバッグ
No03341 - ブルーショルダーバッグ
No03342 - ベージュショルダーバッグ
No03343 - オレンジショルダーバッグ
No03350 - ニットバイザーＡ
No03351 - ニットバイザーＢ
No03352 - ニットバイザーＣ
No03353 - ニットバイザーＤ
No03360 - フードマフラーＡ
No03361 - フードマフラーＢ
No03362 - フードマフラーＣ
No03370 - クラシックカメラ
No03380 - 探検帽Ａ
No03381 - 探検帽Ｂ
No03390 - 腰巻赤チェックシャツ
No03391 - 腰巻青チェックシャツ
No03392 - 腰巻白チェックシャツ
No03393 - 腰巻黒チェックシャツ
No03400 - パラモーター
No03410 - ゴールドパンジャ
No03420 - レッドポンポン
No03421 - ブルーポンポン
No03422 - イエローポンポン
No03430 - コレットキャップ
No03431 - コレットキャップ雅
No03432 - コレットキャップ鋼
No03433 - コレットキャップ紅
No03434 - コレットキャップ海
No03440 - チアドレスカチューシャ
No03450 - クラシックメイドキャップ
No03451 - クラシックメイドキャップＢ
No03461 - マギアヘッドギア
No03462 - マギアヘッドギア紅
No03463 - マギアヘッドギア影
No03464 - マギアヘッドギア雪
No03471 - マギアイヤリング
No03472 - マギアイヤリング紅
No03473 - マギアイヤリング影
No03474 - マギアイヤリング雪
No03480 - ＧＨ４４０ハット
No03490 - ノーブルティアラ
No03491 - ノーブルティアラＢ
No03500 - ルウハット
No03510 - マガシアンテナ
No03520 - マガシイヤー
No03530 - マガシジョー
No03540 - 獣の牙
No03541 - 吸血鬼の牙
No03550 - お化け舌
No03560 - サッカーボール
No03570 - 手提げランタン
No03580 - ミニデビルウィング
No03590 - お化け帽子Ａ
No03591 - お化け帽子Ｂ
No03600 - 墓石
No03610 - コウモリ
No03620 - ろうそくハチマキ
No03630 - レッドツインメガホン
No03631 - イエローツインメガホン
No03632 - グリーンツインメガホン
No03640 - スポーツサングラスＢ
No03650 - スカルバンダナマスクＡ
No03651 - スカルバンダナマスクＢ
No03652 - スカルバンダナマスクＣ
No03653 - スカルバンダナマスクＤ
No03660 - フェイスベール
No03661 - フェイスベールＢ
No03670 - ゴシックチョーカー
No03680 - レッグホルスター
No03681 - ブラウンレッグホルスター
No03682 - ブラックレッグホルスター
No03690 - ＳＰベルト
No03691 - ＳＰベルトＢ
No03700 - ぶら下がりニャウ
No03710 - ポンポン手袋
No03711 - ベージュポンポン手袋
No03712 - ホワイトポンポン手袋
No03713 - ピンクポンポン手袋
No03720 - チェック柄トートバッグＡ
No03721 - チェック柄トートバッグＢ
No03722 - チェック柄トートバッグＣ
No03723 - チェック柄トートバッグＤ
No03730 - 紅葉イヤリング
No03740 - ブックストラップ
No03750 - ミラクるんハットＢ
No03751 - ミラクるんハット
No03760 - あかりのお団子Ａ
No03770 - あかりのお団子Ｂ
No03780 - 京子のリボンＢ
No03781 - 京子のリボン
No03790 - プロフェシーアイパッチ
No03800 - パーティーサンタ帽
No03801 - レッドパーティーサンタ帽
No03802 - パーティーサンタ帽Ｂ
No03810 - スノードームイヤリングＡ
No03811 - スノードームイヤリングＢ
No03820 - セント・ラッピーハット
No03830 - プレゼントソックス
No03840 - ロングフェザーピアスＡ
No03841 - ロングフェザーピアスＢ
No03842 - ロングフェザーピアスＣ
No03843 - ロングフェザーピアスＤ
No03844 - ロングフェザーピアスＥ
No03845 - ロングフェザーピアスＦ
No03850 - ブラックファーグローブ
No03851 - ホワイトファーグローブ
No03852 - レッドファーグローブ
No03853 - ブラウンファーグローブ
No03860 - 鍵ネックレス
No03870 - ショルダーコンテナＲ
No03871 - ショルダーコンテナＬ
No03880 - デコレーションハット　白
No03890 - スパイクショルダーＲ
No03891 - スパイクショルダーＬ
No03900 - ＧＨ４５０キャップ
No03910 - ドリームキャストヘッドＢ
No03911 - ドリームキャストヘッド
No03920 - ジンジャーブレッドマン
No03930 - 赤ピロピロ笛
No03931 - 青ピロピロ笛
No03932 - 黄ピロピロ笛
No03940 - チェーンイヤリング
No03941 - チェーンイヤリングＢ
No03950 - プロテクトルバンテージ
No03960 - 編みこみカチューシャ
No03970 - パンキッシュヘッドギア
No03971 - パンキッシュヘッドギアＢ
No03972 - パンキッシュヘッドギアＣ
No03980 - 陰陽コサージュ
No03990 - スパンコールバッグＡ
No03991 - スパンコールバッグＢ
No03992 - スパンコールバッグＣ
No04000 - イヤータイプＡ
No04001 - イヤータイプB
No04002 - イヤータイプＣ
No04010 - 頭乗りニャウ
No04020 - ホワイトショール
No04021 - ブラウンショール
No04022 - ピンクショール
No04030 - 白しめ縄ベルト
No04031 - 茶しめ縄ベルト
No04040 - リリパダルマストラップ
No04050 - 寿ハット
No04060 - ブラスターユニット
No04061 - ブラスターユニットＢ
No04070 - リリパダコ
No04071 - フライングリリパダコ
No04080 - 肩乗り茶鷹
No04081 - 肩乗り白鷹
No04082 - 羽ばたく茶鷹
No04083 - 羽ばたく白鷹
No04090 - レッドウィングマント
No04091 - ブラックウィングマント
No04100 - パープルストール
No04101 - グレーストール
No04102 - ベージュストール
No04110 - パープルストールマフラー
No04111 - レッドストールマフラー
No04112 - ベージュストールマフラー
No04113 - ホワイトストールマフラー
No04120 - リアスカート
No04121 - リアスカートＢ
No04130 - シープキャップ
No04140 - くわえハンカチＡ
No04141 - くわえハンカチＢ
No04142 - くわえハンカチＣ
No04160 - アークマリュック
No04161 - アークマミリュック
No04170 - アークマインカム
No04171 - アークマミインカム
No04190 - おめで鯛
No04200 - モダンカンザシ
No04201 - モダンカンザシＢ
No04210 - 沖田艦長の帽子
No04220 - 沖田艦長のヒゲ
No04240 - 赤曲芸傘
No04241 - 紫曲芸傘
No04242 - 黒曲芸傘
No04250 - ヘッドフェザー
No04260 - 前垂れ
No04261 - 白前垂れ
No04262 - 黒前垂れ
No04263 - 赤前垂れ
No04270 - レッグデビルウィング
No04271 - ブラックＬデビルウィング
No04280 - ブラックファーブレス
No04281 - ホワイトファーブレス
No04282 - ピンクファーブレス
No04283 - ブルーファーブレス
No04290 - ブラックファーイヤリング
No04291 - ホワイトファーイヤリング
No04292 - ピンクファーイヤリング
No04293 - ブルーファーイヤリング
No04300 - ブラックレザーカラー
No04301 - レッドレザーカラー
No04302 - ホワイトレザーカラー
No04303 - ゴールドレザーカラー
No04310 - レッグバレットベルト
No04320 - ブラックスカルベルト
No04321 - ホワイトスカルベルト
No04322 - ブラウンスカルベルト
No04323 - レッドスカルベルト
No04330 - 解放されし真眼　黒炎
No04331 - 解放されし真眼　烈火
No04332 - 解放されし真眼　蒼焔
No04340 - ウィングスタビライザー
No04341 - ウィングスタビライザーＢ
No04350 - 新光紅鬼面
No04351 - 新光蒼鬼面
No04360 - 赤オニのおめん
No04361 - 青オニのおめん
No04370 - イザオガルホーン
No04380 - アドオガルホーン
No04390 - 恵方巻
No04400 - ピンクハートネックレス
No04401 - ゴールドハートネックレス
No04402 - シルバーハートネックレス
No04410 - ラッピングリボン
No04411 - ホワイトラッピングリボン
No04412 - ピンクラッピングリボン
No04420 - イチゴチョコイヤリング
No04430 - アークマノーズ
No04460 - キジンマスク
No04461 - キジンマスク雅
No04462 - キジンマスク影
No04463 - キジンマスク栗
No04470 - スズナカチューシャ
No04471 - スズナカチューシャ雅
No04472 - スズナカチューシャ影
No04473 - スズナカチューシャ陽
No04480 - スズナアイパッチ
No04481 - スズナアイパッチ雅
No04482 - スズナアイパッチ影
No04483 - スズナアイパッチ陽
No04490 - サイドウィング
No04500 - ナギサ眼帯
No04510 - ナギサコサージュ
No04520 - ハートＷマフラー
No04521 - レッドハートＷマフラー
No04522 - ホワイトハートＷマフラー
No04523 - ピンクハートＷマフラー
No04524 - ブラックハートＷマフラー
No04530 - チェルシーコサージュ
No04540 - チェルシーイヤー
No04550 - ネオヒューガメガネ
No04560 - シールシュノーケル
No04561 - シールシュノーケル雅
No04562 - シールシュノーケル影
No04563 - シールシュノーケル紅
No04570 - ヴァールシュノーケル
No04571 - ヴァールシュノーケル雅
No04572 - ヴァールシュノーケル影
No04573 - ヴァールシュノーケル紅
No04580 - ネコ耳スカーフ
No04590 - フォトンリングＡ
No04591 - フォトンリングＢ
No04592 - フォトンリングＣ
No04600 - かみつきゆるガロンゴ帽子
No04610 - マリンセーラーハット
No04620 - くわえタイ焼き
No04630 - 背徳者の帽子
No04640 - 殉教者の帽子
No04650 - ルーンピアス
No04660 - ＷＤリリーパストラップ
No04670 - ピンクキャンディパンジャ
No04680 - アークマバルーン
No04681 - アークマミバルーン
No04690 - アークマヘアアクセ
No04700 - アークマポシェット
No04701 - アークマミポシェット
No04710 - 菱餅コサージュ
No04720 - 白ぼんぼりイヤリング
No04721 - 赤ぼんぼりイヤリング
No04730 - お雛様イヤリング
No04740 - レッグバーニア
No04741 - レッグバーニアＢ
No04750 - ガスボンベ
No04760 - ラッピｄｅキャロットＡ
No04761 - ラッピｄｅキャロットＢ
No04770 - ハミングラッピー
No04780 - ふんわりビッグ耳
No04781 - ブラウンふんわりビッグ耳
No04782 - ホワイトふんわりビッグ耳
No04790 - すやすやリリーパ
No04800 - レッドツインフラワー
No04801 - ブルーツインフラワー
No04810 - アウトローショルダー
No04820 - ラブ・ブレスネット
No04821 - ラヴィ・ブレスネット
No04830 - メニサクハナ
No04831 - メニサクハナ　赤
No04832 - メニサクハナ　白
No04840 - Ｍプラントカチューシャ
No04850 - かみぶくろ
No04860 - デュアルマフラー
No04870 - 鳳凰のかみかざり
No04880 - ラッピーカチューシャ
No04890 - リリーパカチューシャ
No04900 - バカ紙
No04910 - ペタルーザ・コルデラＡ
No04911 - ペタルーザ・コルデラＢ
No04912 - ペタルーザ・コルデラＣ
No04913 - ペタルーザ・コルデラＤ
No04920 - ヴィクセンヘッドギア
No04921 - ヴィクセンヘッドギアＢ
No04930 - ヴィクセンアイパッチ
No04940 - シャルテリアヘアアクセ
No04941 - シャルテリアヘアアクセＢ
No04950 - ラパンキャップ
No04951 - ラパンキャップＢ
No04960 - プロフェッセドギア
No04961 - プロフェッセドギアＢ
No04970 - オーヴァルフード
No04971 - オーヴァルフードＢ
No04972 - オーヴァルフードＣ
No04980 - コイタッカラアタンプサ
No04981 - コイタッカラアタンプサＢ
No04990 - リリーパさん
No04991 - リリーパさんＢ
No04992 - リリーパさんＣ
No05000 - ハートメガネ
No05010 - スターメガネ
No05020 - ブラウンキャスケット帽
No05021 - ブラックキャスケット帽
No05022 - ホワイトキャスケット帽
No05023 - イエローキャスケット帽
No05024 - ピンクキャスケット帽
No05030 - シニヨン飾り
No05040 - ファニーリボン
No05050 - ぐるぐるメガネ
No05060 - ブラウンテンガロンハット
No05061 - ホワイトテンガロンハット
No05062 - ブラックテンガロンハット
No05063 - レッドテンガロンハット
No05064 - ホルスタインＴハット
No05065 - ワイルドテンガロン
No05070 - レッドボンネット帽
No05071 - ホワイトボンネット帽
No05073 - パープルボンネット帽
No05080 - ヘッドゴーグル
No05090 - ホワイトテイル
No05091 - ブラックテイル
No05092 - ブラウンテイル
No05093 - グレイテイル
No05094 - イエローテイル
No05095 - 白ネコのしっぽ
No05096 - 黒ネコのしっぽ
No05097 - マスターネズミテイル
No05098 - オーガキャッツテイル
No05100 - きつねのおめんＢ
No05101 - きつねのおめん
No05102 - きつねのおめんＣ
No05110 - ラッピーおめんＢ
No05111 - ラッピーおめん
No05112 - ラッピーおめんＣ
No05120 - ザウーダンおめんＢ
No05121 - ザウーダンおめん
No05130 - ソニックのおめんＣ
No05131 - ソニックのおめん
No05132 - ソニックのおめんＢ
No05140 - 白かんざし
No05141 - 青かんざし
No05142 - 紫かんざし
No05143 - 赤かんざし
No05150 - ピンクシュシュ
No05151 - ブルーシュシュ
No05160 - 水風船
No05170 - シュノーケル
No05180 - 赤い浮き輪
No05181 - 青い浮き輪
No05190 - うちわ
No05191 - うちわ
No05200 - 立ちうさ耳
No05201 - ホワイト立ちうさ耳
No05210 - 垂れうさ耳
No05221 - ウサギの尻尾
No05230 - アホ毛Ａ
No05240 - アホ毛Ｂ
No05250 - ラッピーのたまご
No05251 - ラッピーのヒナ
No05260 - ブレイカーズヘアバンド
No05261 - ブレイカーズヘアバンドＢ
No05270 - マロンキャップ
No05280 - 白ハチマキ
No05281 - 赤ハチマキ
No05290 - 月桂樹の冠
No05291 - 月桂樹の冠Ｂ
No05300 - カンカン帽Ａ
No05310 - カンカン帽Ｂ
No05320 - トゲトゲの首輪
No05330 - トゲトゲのリストバンド
No05340 - 金メダル
No05341 - 銀メダル
No05342 - 銅メダル
No05350 - ハロラッピーイヤリング
No05360 - 悪魔の尻尾
No05370 - 黒ばらコサージュ
No05380 - ハイテクホッケーマスク
No05390 - ハロウィンハンチング
No05391 - ジャックハンチング
No05392 - ハロウィンハンチングＢ
No05400 - 魔女の付け鼻
No05410 - フランケンのねじ
No05420 - 背中のねじ
No05430 - リリーパザック
No05431 - リリーパザックＢ
No05440 - リリーパボトル
No05450 - クマ耳
No05451 - マスターネズミイヤー
No05460 - スコティッシュ耳
No05470 - ウォレットチェーン
No05480 - ラッピー耳あて
No05490 - ラッピーリュック
No05500 - リリーパリュック
No05501 - リリーパリュックＢ
No05510 - 錠前ネックレス
No05520 - ドクロネックレス
No05530 - ホワイトフェザーピアス
No05531 - ブルーフェザーピアス
No05532 - ピンクフェザーピアス
No05533 - シルバーフェザーピアス
No05534 - レッドフェザーピアス
No05540 - セントラッピー耳あて
No05550 - スノーティアラ
No05560 - ホワイトファー
No05561 - ブラックファー
No05562 - ホワイトマーブルファー
No05563 - ブラウンマーブルファー
No05570 - ホワイトコサックハット
No05571 - ブラックコサックハット
No05572 - コサックハット
No05580 - ゴシックヘッドドレス
No05581 - フリルヘッドドレス
No05582 - ゴシックヘッドドレスＢ
No05590 - ゴシックブリム
No05591 - メイドブリム
No05600 - モノクロミニハット
No05601 - チェックミニハット
No05610 - 大きなリボンＡ
No05611 - 大きなリボンＢ
No05620 - ツインリボン
No05630 - レッドオリエンタルリボン
No05631 - ブルーオリエンタルリボン
No05632 - ライムオリエンタルリボン
No05640 - 茶リスのしっぽ
No05641 - 黄リスのしっぽ
No05650 - ブラウンフォックステイル
No05651 - イエローフォックステイル
No05652 - ホワイトフォックステイル
No05660 - パティシエキャップＡ
No05661 - パティシエキャップＢ
No05662 - パティシエキャップＣ
No05670 - チェックロングマフラー
No05671 - ロングマフラー
No05672 - メリーロングマフラー
No05673 - ホワイトロングマフラー
No05680 - ニットキャップ
No05690 - ホワイトメイドキャップ
No05691 - ピンクメイドキャップ
No05692 - ブルーメイドキャップ
No05700 - ピンクリボン
No05710 - ピンクサイドリボン
No05720 - パイレーツハット
No05721 - キャプテンハット
No05731 - ミラセリアインカム
No05740 - ホワイトリボン
No05741 - ホワイトリボンＢ
No05750 - ホワイトサイドリボン
No05751 - ホワイトサイドリボンＢ
No05760 - エグラッピーイヤリング
No05770 - ピンクバタフライ
No05771 - ブルーバタフライ
No05772 - ホワイトバタフライ
No05780 - リーダーアンテナ
No05790 - グリーンアイモニター
No05791 - レッドアイモニター
No05792 - イエローアイモニター
No05793 - ブルーアイモニター
No05800 - アンティークモノクル
No05810 - ホワイトチェリーブレスＬ
No05811 - ホワイトチェリーブレスＲ
No05812 - ピンクチェリーブレスＬ
No05813 - ピンクチェリーブレスＲ
No05820 - ホワイトチェリーピアス
No05821 - ピンクチェリーピアス
No05830 - ホワイトチェリーバレッタ
No05831 - ピンクチェリーバレッタ
No05840 - 姫かんざし
No05850 - 烏帽子
No05860 - フラワーカチューシャＡ
No05861 - フラワーカチューシャＢ
No05870 - イースターエッグキャップ
No05880 - イースターエッグタイ
No05890 - グリーンパピヨンマスクＡ
No05891 - ピンクパピヨンマスクＡ
No05892 - パピヨンマスクＡ
No05893 - グリーンパピヨンマスクＢ
No05894 - ピンクパピヨンマスクＢ
No05895 - パピヨンマスクＢ
No05900 - ゴールドアリエスホーン
No05901 - ブラックアリエスホーン
No05910 - ゴールドアリエスキャップ
No05911 - ブラックアリエスキャップ
No05920 - ウィングバレッタ
No05921 - ブラックウィングバレッタ
No05930 - ネコ耳カチューシャ
No05931 - ネコ耳カチューシャＢ
No05940 - うさ耳リボンＡ
No05941 - うさ耳リボンＢ
No05942 - うさ耳リボンＣ
No05950 - サイバーゴーグルＡ
No05951 - サイバーゴーグルＢ
No05960 - マリーカチューシャ
No05970 - 武者兜
No05980 - 面頬
No05990 - タウラスヘッドギア
No06000 - フェザーヘアピンＡ
No06001 - フェザーヘアピンＢ
No06010 - ブラックフェザー
No06011 - フェザーコサージュ
No06020 - ゴシックヘアアクセＡ
No06021 - ゴシックヘアアクセＢ
No06030 - チェックハットＡ
No06031 - チェックハットＢ
No06040 - チェックハンチング帽
No06050 - 目隠し
No06060 - ヘッドタオル
No06070 - パラボラアンテナ
No06080 - 鯉のぼり
No06090 - 風雅学生帽
No06091 - 風雅学生帽Ｂ
No06100 - フラワークラウン
No06110 - フラワーブローチ
No06111 - フラワーブローチＢ
No06112 - フラワーブローチＣ
No06120 - ウェディングミニクラウン
No06130 - テイルスのおめん
No06131 - テイルスのおめんＢ
No06140 - エッグマンのおめん
No06150 - ナックルズのおめん
No06151 - ナックルズのおめんＢ
No06160 - エミーのおめん
No06161 - エミーのおめんＢ
No06170 - チャオのおめん
No06180 - ロングリボンＡ
No06181 - ロングリボンＢ
No06190 - セーラーファーベレー
No06200 - ヘッドナノトランサー
No06210 - ジェミニイヤリング
No06220 - 天女の羽衣
No06221 - 天女の羽衣Ｂ
No06230 - レッドハートバレッタ
No06231 - ピンクハートバレッタ
No06232 - ホワイトハートバレッタ
No06240 - ねじりはちまき
No06250 - ツインヘッドコサージュ
No06251 - ツインヘッドコサージュＢ
No06260 - リリーパフード
No06270 - ゴールドクレセント
No06271 - クレセントヘッド
No06272 - ゴールドクレセントＢ
No06273 - クレセントヘッドＢ
No06280 - ヒーローマフラー
No06281 - ワイルドマフラー
No06282 - ヒーローマフラーＢ
No06283 - ワイルドマフラーＢ
No06290 - シルクハット
No06291 - ミニシルクハット
No06300 - トライアングルクロス
No06310 - 麦わら帽子
No06320 - リングピアス
No06330 - フライトゴーグル
No06340 - 天使の羽
No06350 - パプリカヘッド
No06360 - 天使の輪
No06370 - バレットベルト
No06371 - バレットベルトＢ
No06380 - サークレット
No06390 - ブレードテイル
No06391 - ブレードテイルＢ
No06400 - ゴールドパール
No06401 - レッドパール
No06402 - ホワイトパール
No06403 - ツインパール
No06410 - スカルフェイス
No06420 - ニードリル
No06421 - ニードリルＢ
No06430 - サードアイＡ
No06431 - サードアイＢ
No06440 - ピンクスカーフ
No06441 - ブルースカーフ
No06450 - ゴシックレースポーチ
No06451 - オピュクスポーチ
No06460 - ホワイトフラワーリストＲ
No06461 - ホワイトフラワーリストＬ
No06462 - ブラックフラワーリストＲ
No06463 - ブラックフラワーリストＬ
No06470 - ピュアメイドブリム
No06480 - ザムロードガーダー
No06481 - ザムロードガーダー雪
No06482 - ザムロードガーダー紅
No06483 - ザムロードガーダー葉
No06484 - ザムロードガーダー７１１
No06490 - ブラックスパイダーネスト
No06491 - ホワイトスパイダーネスト
No06500 - シルバーパンジャ
No06510 - レッグポーチ
No06520 - 小悪魔ヘッド
No06521 - 悪魔ヘッド
No06530 - キャンサークラウン
No06540 - ラリエット
No06550 - ウェディングハット
No06560 - ウェディングティアラ
No06570 - コサージュリボン
No06580 - プリティリボン
No06581 - モノクロプリティリボン
No06590 - 棺桶
No06600 - パニスの片翼
No06610 - パニスの両翼
No06611 - パニスの両翼Ｂ
No06620 - レオヘッド
No06630 - ブレストライオン
No06631 - ブレストライオンＢ
No06640 - 赤ぷよぼう
No06650 - カーバンクルポシェット
No06660 - リリーパポシェット
No06670 - ブラックスターバレッタ
No06671 - ホワイトスターバレッタ
No06672 - ブライトスターバレッタ
No06680 - ゴールドスターピアス
No06681 - シルバースターピアス
No06690 - ホワイトファーボール
No06691 - ファーボール
No06700 - くわえ葉っぱ
No06710 - ホワイトフットウィング
