ui_charamake_parts.text was created: 2024/1/31 7:10:21
Filesize is: 1017024 bytes

arm
Group 0
No300910 - フレズヴェルク＝アーテル・アーム/B
No300920 - ドゥーカー・アームMF
No300930 - ディノレックス・アームV2
No300940 - トイフェント・アームUC
No300990 - フーディー・アーム/C
No301000 - フーディー・アーム/D
No301040 - アルガスレイ・アーム/C
No301050 - アルガスレイ・アーム/D
No40001 - ディスタ・アーム
No400010 - ディアーレ・アーム
No400011 - ディアーレ・アーム/2
No40002 - ロニア・アーム
No400020 - コルセロ・アーム
No400021 - コルセロ・アーム/2
No40003 - ファウマ・アーム
No400030 - ネヴァーン・アーム
No400031 - ネヴァーン・アーム/2
No40004 - ジョーカ・アーム
No40005 - マギウス・アーム
No400050 - スヴェーラ・アーム
No40006 - シェリフ・アーム
No400060 - ゲツエイ・アーム
No400061 - ゲツエイ・アーム/2
No40007 - コロッサス・アーム
No400070 - シャノフ・アーム
No400071 - シャノフ・アーム/2
No40008 - バルドル・アーム
No400080 - スヴェラト・アーム
No40009 - アングリフ・アーム
No40010 - メルダー・アーム
No400100 - クロウリック・アーム
No400110 - トイフェラン・アーム
No400120 - ライディー・アーム
No400130 - N-ナイトメア・アーム
No400140 - N-アリスリーパー・アーム
No400150 - N-サヤヒメ・アーム
No400180 - N-サヤヒメ・アームV2
No400190 - N-ソルリス・アーム
No40020 - ディスタ・アームＣＶ
No400200 - N-アムアイラ・アーム
No400220 - ヘリーファルーテ・アーム
No40023 - ディスタ・アームＧＶ
No400230 - ヴォルキーア・アーム
No400239 - ヴォルキーア・アーム NPC
No400240 - フロリアーネ・アーム
No400250 - イフェスティー・アーム
No400270 - N-ナイトメア・アーム/B
No400290 - N-アムアイラ・アームV2
No40030 - ロニア・アームＣＶ
No400300 - ベルタスレイ・アーム
No400310 - クロウリック・アーム/B
No400320 - N-ソルリス・アームAF
No40033 - レギア・アーム
No400330 - エクラーナ・アーム
No40034 - レギア・アームＣＶ
No400340 - ククールカウス・アーム
No40035 - ロニア・アームＧＶ
No400350 - コルセロ・アームUC
No400360 - コルセロ・アームAF
No400370 - ￥イフェスティー・アーム/B
No400380 - ディアーレ・アームUC
No400390 - ディアーレ・アームAF
No40040 - ファウマ・アームＣＶ
No400410 - オイレ・アティーネ・アーム
No400420 - ライカスポーティ・アーム
No40043 - ファウマ・アームＧＶ
No400430 - テアナーガ・アーム
No400440 - スヴェーラ・アームUC
No400450 - スヴェーラ・アームAF
No400460 - ネヴァーン・アームUC
No400470 - N-アムアイラ・アーム/B
No400480 - N-アムアイラ・アームV2/B
No40050 - ジョーカ・アームＣＶ
No40053 - ジョーカ・アームＧＶ
No400530 - デュノプティラ・アーム
No400540 - ゲツエイ・アームUC
No400550 - ゲツエイ・アームMF
No400560 - シャノフ・アームUC
No400570 - シャノフ・アームMF
No400580 - テアナーガ・アーム/B
No400590 - カーラヴェラ・アーム
No40060 - マギウス・アームＣＶ
No400600 - フレズヴェルク＝アーテルG・アーム
No40062 - マギウス・アームＧＶ
No400630 - クロウリック・アームUC
No400640 - クロウリック・アームMF
No400650 - トイフェラン・アームUC
No400660 - N-アリスリーパー・アーム/B
No40070 - シェリフ・アームＣＶ
No400700 - ライディー・アーム/B
No400710 - ベルタスレイ・アーム/B
No40080 - コロッサス・アームＣＶ
No40083 - コロッサス・アームＧＶ
No40090 - バルドル・アームＣＶ
No40093 - バルドル・アームＧＶ
No40100 - アングリフ・アームＣＶ
No40104 - アングリフ・アームＧＶ
No40110 - メルダー・アームＣＶ
No40120 - フィルフ・アーム
No40121 - フィルフ・アームＣＶ
No40123 - フィルフ・アームＧＶ
No40130 - ゴウボイド・アーム
No40131 - ゴウボイド・アームＣＶ
No40133 - ゴウボイド・アームＧＶ
No40140 - アラオ・アーム
No40141 - アラオ・アームＣＶ
No40143 - アラオ・アームＧＶ
No40150 - ベルガ・アーム
No40151 - ベルガ・アームＣＶ
No40160 - Ｏフレーム・アーム
No40161 - Ｏフレーム・アームＣＶ
No40163 - Ｏフレーム・アームＧＶ
No40170 - ヒュリオン・アーム
No40171 - ヒュリオン・アームＣＶ
No40173 - ヒュリオン・アームＧＶ
No40180 - ディヴァリースＦ・アーム
No40181 - ディヴァリースＦ・アームＣＶ
No40190 - ドレーク・アーム
No40191 - ドレーク・アームＣＶ
No40193 - ドレーク・アームＧＶ
No40200 - ジャスティスＡ・アーム
No40201 - ジャスティスＡ・アームＣＶ
No40210 - ディバインＫ・アーム
No40211 - ディバインＫ・アームＣＶ
No40230 - エヴァレット・アーム
No40231 - エヴァレット・アームＣＶ
No40233 - エヴァレット・アームＧＶ
No40240 - ベイバレル・アーム
No40241 - ベイバレル・アームＣＶ
No40250 - グアルディ・アーム
No40251 - グアルディ・アームＣＶ
No40260 - ライザーＦ・アーム
No40261 - ライザーＦ・アームＣＶ
No40263 - ライザーＦ・アームＧＶ
No40270 - ネメジスト・アーム
No40271 - ネメジスト・アームＣＶ
No40273 - ネメジスト・アームＧＶ
No40280 - グルマイカ・アーム
No40281 - グルマイカ・アームＣＶ
No40290 - グラニーダ・アーム
No40291 - グラニーダ・アームＣＶ
No40293 - グラニーダ・アームＧＶ
No40300 - サイハジン・アーム
No40301 - サイハジン・アームＣＶ
No40303 - サイハジン・アームＧＶ
No40310 - レクトアギル・アーム
No40311 - レクトアギル・アームＣＶ
No40313 - レクトアギル・アームＧＶ
No40320 - フリーヴァ・アーム
No40321 - フリーヴァ・アームＣＶ
No40323 - フリーヴァ・アームＧＶ
No40330 - ギャレオス・アーム
No40331 - ギャレオス・アームＣＶ
No40340 - キオウガイ・アーム
No40341 - キオウガイ・アームＣＶ
No40343 - キオウガイ・アームＧＶ
No40350 - コンガラ・アーム
No40360 - セイタカ・アーム
No40370 - バンテスタ・アーム
No40371 - バンテスタ・アームＣＶ
No40373 - バンテスタ・アームＧＶ
No40380 - ヴァリエス・アーム
No40381 - ヴァリエス・アームＣＶ
No40383 - ヴァリエス・アームＧＶ
No40390 - センガミ・アーム
No40391 - センガミ・アームＣＶ
No40393 - センガミ・アームＧＶ
No40400 - ラシオス・アーム
No40401 - ラシオス・アームＣＶ
No40403 - ラシオス・アームＧＶ
No40410 - アコーディ・アーム
No40411 - アコーディ・アームＣＶ
No40413 - アコーディ・アームＧＶ
No40420 - アルベリカ・アーム
No40421 - アルベリカ・アームＣＶ
No40430 - ギガンテ・アーム
No40431 - ギガンテ・アームＣＶ
No40433 - ギガンテ・アームＧＶ
No40440 - ヴォグルス・アーム
No40441 - ヴォグルス・アームＣＶ
No40450 - ガルファ・アーム
No40451 - ガルファ・アームＣＶ
No40460 - ドラクレス・アーム
No40461 - ドラクレス・アームＣＶ
No40470 - グロード・アーム
No40471 - グロード・アームＣＶ
No40480 - ディグゥ・アーム
No40481 - ディグゥ・アームＣＶ
No40490 - ローロック・アーム
No40491 - ローロック・アームＣＶ
No40493 - ローロック・アームＧＶ
No40500 - ゴルンレオ・アーム
No40501 - ゴルンレオ・アームＣＶ
No40510 - ヴォーダム・アーム
No40511 - ヴォーダム・アームＣＶ
No40520 - ダルモルス・アーム
No40521 - ダルモルス・アームＣＶ
No40530 - スティレット・アーム
No40540 - シュバル・アーム
No40541 - シュバル・アームＣＶ
No40560 - トレイオン・アーム
No40561 - トレイオン・アームＣＶ
No40570 - ハイロウ・アーム
No40571 - ハイロウ・アームＣＶ
No40590 - ハヴィック・アーム
No40591 - ハヴィック・アームＣＶ
No40600 - アグリ・アーム
No40610 - メイガス・アーム
No40611 - メイガス・アームＣＶ
No40620 - ハーゼン・アーム
No40621 - ハーゼン・アームＣＶ
No40630 - クリスト・アーム
No40631 - クリスト・アームＣＶ
No40640 - 輝星・空式・アーム
No40650 - ティタンガム・アーム
No40651 - ティタンガム・アームＣＶ
No40660 - 轟雷・アーム
No40670 - バーゼラルド・アーム
No40700 - デモードス・アーム
No40701 - デモードス・アームＣＶ
No40710 - ＰＳＺオギ・アーム
No40720 - クリミナル・アーム
No40721 - クリミナル・アームＣＶ
No40723 - クリミナル・アームＧＶ
No40730 - 不知火・アーム
No40740 - 武御雷・アーム
No40750 - ライナー・アーム
No40751 - ライナー・アームＣＶ
No40760 - エグザギア・アーム
No40761 - エグザギア・アームＣＶ
No40770 - マグナレギア・アーム
No40780 - ヴァローナ・アーム
No40790 - ビオール・アーム
No50001 - ワスプ・アーム
No50002 - ディール・アーム
No50003 - ローズ・アーム
No50004 - ファーネン・アーム
No50005 - ランクス・アーム
No50006 - イオニア・アーム
No50007 - フリーゲン・アーム
No50008 - メディウム・アーム
No50009 - イルシオン・アーム
No50010 - ラミア・アーム
No50020 - ワスプ・アームＣＶ
No50030 - ディール・アームＣＶ
No50033 - ディール・アームＧＶ
No50040 - ローズ・アームＣＶ
No50043 - ローズマリー・アーム
No50044 - ローズマリー・アームＣＶ
No50045 - ローズ・アームＧＶ
No50050 - ファーネン・アームＣＶ
No50051 - ファーネン・アームＧＶ
No50060 - ランクス・アームＣＶ
No50063 - ランクス・アームＧＶ
No50070 - イオニア・アームＣＶ
No50072 - イオニア・アームＧＶ
No50080 - フリーゲン・アームＣＶ
No50083 - フリーゲン・アームＧＶ
No50090 - メディウム・アームＣＶ
No50100 - イルシオン・アームＣＶ
No50102 - イルシオン・アームＧＶ
No50110 - ラミア・アームＣＶ
No50113 - ラミア・アームＧＶ
No50120 - ヘルマ・アーム
No50121 - ヘルマ・アームＣＶ
No50123 - ヘルマ・アームＧＶ
No50130 - ファウマレディ・アーム
No50131 - ファウマレディ・アームＣＶ
No50140 - ディスタレディ・アーム
No50141 - ディスタレディ・アームＣＶ
No50150 - ロニアレディ・アーム
No50151 - ロニアレディ・アームＣＶ
No50160 - グリース・アーム
No50161 - グリース・アームＣＶ
No50163 - グリース・アームＧＶ
No50170 - ヒルベルト・アーム
No50171 - ヒルベルト・アームＣＶ
No50173 - ヒルベルト・アームＧＶ
No50180 - ローゼンＳ・アーム
No50181 - ローゼンＳ・アームＣＶ
No50183 - ローゼンＳ・アームＧＶ
No50190 - ケルビナ・アーム
No50191 - ケルビナ・アームＣＶ
No50193 - ケルビナ・アームＧＶ
No50200 - Ｎシュヴァンツ・アーム
No50201 - Ｎシュヴァンツ・アームＣＶ
No50210 - ナジン・アーム
No50211 - ナジン・アームＣＶ
No50220 - エターナルＦ・アーム
No50221 - エターナルＦ・アームＣＶ
No50230 - アルビダ・アーム
No50231 - アルビダ・アームＣＶ
No50233 - アルビダ・アームＧＶ
No50240 - アリスリーパー・アーム
No50241 - アリスリーパー・アームＣＶ
No50250 - ウィグナー・アーム
No50251 - ウィグナー・アームＣＶ
No50253 - ウィグナー・アームＧＶ
No50260 - Ｒイノセンテ・アーム
No50261 - Ｒイノセンテ・アームＣＶ
No50263 - Ｒイノセンテ・アームＧＶ
No50280 - リジェラン・アーム
No50281 - リジェラン・アームＣＶ
No50290 - バイラリン・アーム
No50291 - バイラリン・アームＣＶ
No50300 - レヴァイア・アーム
No50301 - レヴァイア・アームＣＶ
No50303 - レヴァイア・アームＧＶ
No50310 - ピオニア・アーム
No50311 - ピオニア・アームＣＶ
No50313 - ピオニア・アームＧＶ
No50320 - コーブレス・アーム
No50321 - コーブレス・アームＣＶ
No50330 - フウリンカ・アーム
No50331 - フウリンカ・アームＣＶ
No50333 - フウリンカ・アームＧＶ
No50340 - エクレピスト・アーム
No50341 - エクレピスト・アームＣＶ
No50343 - エクレピスト・アームＧＶ
No50350 - ローヴァ・アーム
No50351 - ローヴァ・アームＣＶ
No50353 - ローヴァ・アームＧＶ
No50360 - サヤヒメ・アーム
No50361 - サヤヒメ・アームＣＶ
No50363 - サヤヒメ・アームＧＶ
No50370 - リファシル・アーム
No50371 - リファシル・アームＣＶ
No50380 - ヒメセイタカ・アーム
No50390 - ヒメコンガラ・アーム
No50420 - アムアイラ・アーム
No50421 - アムアイラ・アームＣＶ
No50423 - アムアイラ・アームＧＶ
No50430 - サフィーア・アーム
No50431 - サフィーア・アームＣＶ
No50433 - サフィーア・アームＧＶ
No50440 - シャンフー・アーム
No50441 - シャンフー・アームＣＶ
No50443 - シャンフー・アームＧＶ
No50450 - ルセリア・アーム
No50451 - ルセリア・アームＣＶ
No50453 - ルセリア・アームＧＶ
No50460 - デルマーチ・アーム
No50461 - デルマーチ・アームＣＶ
No50463 - デルマーチ・アームＧＶ
No50470 - フレイジア・アーム
No50471 - フレイジア・アームＣＶ
No50490 - ワルキア・アーム
No50491 - ワルキア・アームＣＶ
No50493 - ワルキア・アームＧＶ
No50500 - アルナール・アーム
No50501 - アルナール・アームＣＶ
No50510 - ウィルカ・アーム
No50511 - ウィルカ・アームＣＶ
No50520 - ハローゼ・アーム
No50521 - ハローゼ・アームＣＶ
No50530 - コルトゥ・アーム
No50531 - コルトゥ・アームＣＶ
No50540 - ドラウリア・アーム
No50541 - ドラウリア・アームＣＶ
No50550 - クレスロ・アーム
No50551 - クレスロ・アームＣＶ
No50553 - クレスロ・アームＧＶ
No50560 - シルフォス・アーム
No50561 - シルフォス・アームＣＶ
No50570 - クロワール・アーム
No50571 - クロワール・アームＣＶ
No50580 - スティレットＧ・アーム
No50590 - フェマーレ・アーム
No50591 - フェマーレ・アームＣＶ
No50600 - エアロス・アーム
No50601 - エアロス・アームＣＶ
No50610 - シュバリア・アーム
No50611 - シュバリア・アームＣＶ
No50620 - ニンバス・アーム
No50621 - ニンバス・アームＣＶ
No50630 - アルキ・アーム
No50640 - フィリン・アーム
No50641 - フィリン・アームＣＶ
No50650 - フラメル・アーム
No50651 - フラメル・アームＣＶ
No50660 - マーヴ・アーム
No50661 - マーヴ・アームＣＶ
No50670 - マーヴィス・アーム
No50671 - マーヴィス・アームＣＶ
No50680 - 轟雷Ｇ・アーム
No50690 - バーゼラルドＧ・アーム
No50700 - 轟雷改Ｇ・アーム
No50730 - アイシリカ・アーム
No50731 - アイシリカ・アームＣＶ
No50740 - ユーテルペ・アーム
No50741 - ユーテルペ・アームＣＶ
No50770 - ナイトメア・アーム
No50771 - ナイトメア・アームＣＶ
No50773 - ナイトメア・アームＧＶ
No50790 - エグザリア・アーム
No50791 - エグザリア・アームＣＶ
No50800 - エクスマリー・アーム
No50810 - アンファング・アーム
No50820 - ソルリス・アーム
No50821 - ソルリス・アームＣＶ
No50850 - フルータ・アーム
No50870 - ユリエン・アーム

Group 1

Group 2

Group 3

Group 4

Group 5

Group 6

Group 7

Group 8

Group 9


basewear
Group 0
No100010 - メイズクォーター[Se]
No100019 - ￥[NPC]ＮＥＷアッシュ　ＴＶ１　Ｃ１[Se]
No100020 - オペラーテユニヴス[Ba]
No100021 - オペラーテユニヴス/2[Ba]
No100029 - ￥[NPC]オペレータ男性服]　ＴＶ１　Ｃ１[Ba]
No100030 - クラークユニヴス[Ba]
No100031 - クラークユニヴス/2[Ba]
No100039 - ￥[NPC]セントラルショップ店員男性　ＴＶ１　Ｃ１[Ba]
No100040 - ゼネスティーフ[Ba]
No100041 - ゼネスティーフ/2[Ba]
No100060 - N-シークイェーガー[Se]
No100061 - N-シークイェーガー/2[Se]
No100070 - N-カースドコート[Se]
No100071 - N-カースドコート/2[Se]
No100080 - N-ディレクトスラックス[Ba]
No100081 - N-ディレクトスラックス/2[Ba]
No100082 - N-ディレクトスラックス/3[Ba]
No100083 - N-ディレクトスラックス/4[Ba]
No100090 - N-ドラグナーコート[Se]
No100091 - N-ドラグナーコート/2[Se]
No100100 - N-ウルティオン[Se]
No100101 - N-ウルティオン/2[Se]
No100102 - N-ウルティオン/3[Se]
No100103 - N-ウルティオン/4[Se]
No100110 - センティルトコート[Se]
No100120 - エアリオウォルダ[Ba]
No100121 - エアリオウォルダ/2[Ba]
No100130 - ヴァンフォルテス[Ba]
No100131 - ヴァンフォルテス/2[Ba]
No100140 - クーヴェルウィーズ[Se]
No100141 - クーヴェルウィーズ/2[Se]
No100150 - ルロウセイザン[Se]
No100151 - ルロウセイザン/2[Se]
No100152 - ルロウセイザン/3[Se]
No100153 - ルロウセイザン/4[Se]
No100160 - ヘインスティルク[Se]
No100161 - ヘインスティルク/2[Se]
No100162 - ヘインスティルク/3[Se]
No100163 - ヘインスティルク/4[Se]
No100170 - クヴァリスウォルダ[Ba]
No100180 - N-クローズクォーター[Ba]
No100181 - N-クローズクォーター/2[Ba]
No100182 - N-クローズクォーター/3[Ba]
No100183 - N-クローズクォーター/4[Ba]
No100190 - N-カナギセイカイ[Se]
No100191 - N-カナギセイカイ/2[Se]
No100192 - N-カナギセイカイ/3[Se]
No100193 - N-カナギセイカイ/4[Se]
No100250 - バウナスボーア[Se]
No100251 - バウナスボーア/2[Se]
No100260 - アルテヴァトラーヌ[Ba]
No100261 - アルテヴァトラーヌ/2[Ba]
No100262 - アルテヴァトラーヌ/3[Ba]
No100263 - アルテヴァトラーヌ/4[Ba]
No100280 - ヴァンアルティメラ[Se]
No100281 - ヴァンアルティメラ/2[Se]
No100289 - ￥ガロア①筋骨隆々NPC[Se]
No100300 - プリテールディーノ[Se]
No100301 - プリテールディーノ/2[Se]
No100302 - プリテールディーノ/3[Se]
No100303 - プリテールディーノ/4[Se]
No100310 - マールナフィーロ[Ba]
No100311 - マールナフィーロ/2[Ba]
No100319 - ￥[NPC]セントラル普段着男[Ba]
No100320 - マリューンタウハー[Ba]
No100321 - マリューンタウハー/2[Ba]
No100322 - マリューンタウハー/3[Ba]
No100323 - マリューンタウハー/4[Ba]
No100330 - サンティスマリーニオ[Se]
No100331 - サンティスマリーニオ/2[Se]
No100332 - サンティスマリーニオ/3[Se]
No100333 - サンティスマリーニオ/4[Se]
No100340 - マーレスゼファー[Ba]
No100341 - マーレスゼファー/2[Ba]
No100342 - マーレスゼファー/3[Ba]
No100343 - マーレスゼファー/4[Ba]
No100350 - ヴァルトメンハイト[Ba]
No100351 - ヴァルトメンハイト/2[Ba]
No100352 - ヴァルトメンハイト/3[Ba]
No100353 - ヴァルトメンハイト/4[Ba]
No100380 - アリーアラピート[Se]
No100381 - アリーアラピート/2[Se]
No100382 - アリーアラピート/3[Se]
No100383 - アリーアラピート/4[Se]
No100390 - モウショウハドウ[Ba]
No100391 - モウショウハドウ/2[Ba]
No100392 - モウショウハドウ/3[Ba]
No100393 - モウショウハドウ/4[Ba]
No100400 - フォーメルクライド[Se]
No100401 - フォーメルクライド/2[Se]
No100402 - フォーメルクライド/3[Se]
No100403 - フォーメルクライド/4[Se]
No100410 - ルーデスヴェール[Ba]
No100411 - ルーデスヴェール/2[Ba]
No100420 - フウガレッカ[Se]
No100421 - フウガレッカ/2[Se]
No100430 - シュテールクリーゲル[Ba]
No100431 - シュテールクリーゲル/2[Ba]
No100460 - マールサージン[Ba]
No100461 - マールサージン/2[Ba]
No100470 - マールサーリウ[Ba]
No100480 - リテムウォルダ[Ba]
No100481 - リテムウォルダ/2[Ba]
No100500 - カリギナフーシエ[Se]
No100501 - カリギナフーシエ/2[Se]
No100502 - カリギナフーシエ/3[Se]
No100503 - カリギナフーシエ/4[Se]
No100510 - ディシプルフォーマ[Se]
No100511 - ディシプルフォーマ/2[Se]
No100520 - ローグズワール[Se]
No100521 - ローグズワール/2[Se]
No100522 - ローグズワール/3[Se]
No100523 - ローグズワール/4[Se]
No100530 - アールミューコート[Se]
No100531 - アールミューコート/2[Se]
No100532 - アールミューコート/3[Se]
No100533 - アールミューコート/4[Se]
No100540 - ドラッヘムルシェラゴ[Ba]
No100541 - ドラッヘムルシェラゴ/2[Ba]
No100542 - ドラッヘムルシェラゴ/3[Ba]
No100543 - ドラッヘムルシェラゴ/4[Ba]
No100560 - ラプソディーラウドネ[Ba]
No100561 - ラプソディーラウドネ/2[Ba]
No100562 - ラプソディーラウドネ/3[Ba]
No100563 - ラプソディーラウドネ/4[Ba]
No100570 - メイヴィユーシア/B[Ba]
No100571 - メイヴィユーシア/B2[Ba]
No100580 - フォルティーマエストリッツォ[Ba]
No100581 - フォルティーマエストリッツォ/2[Ba]
No100590 - ナタリエマロース[Se]
No100591 - ナタリエマロース/2[Se]
No100610 - メイヴィユーシア[Ba]
No100611 - メイヴィユーシア/2[Ba]
No100620 - アスクレオメディシス[Se]
No100621 - アスクレオメディシス/2[Se]
No100622 - アスクレオメディシス/3[Se]
No100623 - アスクレオメディシス/4[Se]
No100630 - ブレヴィールージ[Ba]
No100631 - ブレヴィールージ/2[Ba]
No100640 - エアリオナダール[Ba]
No100650 - N-シークイェーガー/B[Se]
No100651 - N-シークイェーガー/B2[Se]
No100660 - N-カースドコート/B[Se]
No100661 - N-カースドコート/B2[Se]
No100670 - N-ドラグナーコート/B[Se]
No100671 - N-ドラグナーコート/B2[Se]
No100680 - メイズクォーター/B[Se]
No100690 - メイズクォーター/C[Se]
No100720 - センティルトコート/B[Se]
No100730 - センティルトコート/C[Se]
No100740 - ヴァンアルティメラ/B[Se]
No100750 - ヴァンフォルテス/B[Ba]
No100760 - クーヴェルウィーズ/B[Se]
No100770 - クーヴェルウィーズ/C[Se]
No100780 - バウナスボーア/B[Se]
No100781 - ￥バウナスボーア/B2[Se]
No100790 - エアリオウォルダ/B[Ba]
No100791 - エアリオウォルダ/B2[Ba]
No100800 - ラセッツヒート[Ba]
No100810 - アリストブローデル[Se]
No100811 - アリストブローデル/2[Se]
No100820 - ブランシュクレウス[Se]
No100821 - ブランシュクレウス/2[Se]
No100830 - アディットデルガート[Se]
No100831 - アディットデルガート/2[Se]
No100840 - インヤンデヴァンダ[Ba]
No100841 - インヤンデヴァンダ/2[Ba]
No100850 - リテムウォルダ/B[Ba]
No100860 - ブレヴィージャッハ[Ba]
No100861 - ブレヴィージャッハ/2[Ba]
No100870 - ブレヴィールージ/B[Ba]
No100880 - ブレヴィージャッハ/B[Ba]
No100890 - マールサーリウ/B[Ba]
No100900 - グラッソヴィージス[Ba]
No100901 - グラッソヴィージス/2[Ba]
No100910 - フウガレッカ/B[Se]
No100911 - フウガレッカ/B2[Se]
No100920 - リテムウォルダ/C[Ba]
No100940 - ナタリエクラース[Se]
No100941 - ナタリエクラース/2[Se]
No100950 - プレディアプレアー[Se]
No100951 - プレディアプレアー/2[Se]
No100960 - オリエストライゼ[Se]
No100961 - オリエストライゼ/2[Se]
No100980 - ヴォアルジュマリノーソ[Ba]
No100981 - ヴォアルジュマリノーソ/2[Ba]
No100990 - トレイモンドコラーリオ[Ba]
No101000 - スプルージオ[Ba]
No101001 - スプルージオ/2[Ba]
No101010 - イニヴィエンド[Ba]
No101011 - イニヴィエンド/2[Ba]
No101020 - マールサージェス[Ba]
No101021 - マールサージェス/2[Ba]
No101030 - ネイジュヴィージス[Ba]
No101040 - N-上なしラフジーンズ[Ba]
No101041 - N-上なしラフジーンズ/2[Ba]
No101050 - N-ノーブルロングコート[Se]
No101051 - N-ノーブルロングコート/2[Se]
No101060 - ウェイクスファミール[Ba]
No101061 - ウェイクスファミール/2[Ba]
No101070 - N-シャルフヴィント[Ba]
No101071 - N-シャルフヴィント/2[Ba]
No101080 - N-フロワガロウズ[Ba]
No101081 - N-フロワガロウズ/2[Ba]
No101090 - N-ストライプパンツ[Ba]
No101091 - N-ストライプパンツ/2[Ba]
No101120 - N-リデルミナドル[Se]
No101121 - N-リデルミナドル/2[Se]
No101130 - N-スーツスラックス[Ba]
No101131 - N-スーツスラックス/2[Ba]
No101140 - ラセッツズィール[Ba]
No101150 - N-上なしラフジーンズV2[Ba]
No101151 - N-上なしラフジーンズV2/2[Ba]
No101160 - アディットデルガート/B[Se]
No101161 - アディットデルガート/B2[Se]
No101170 - ラセッツヒート/B[Ba]
No101180 - ラセッツズィール/B[Ba]
No101190 - N-シャルフヴィント/B[Ba]
No101200 - N-【仮面】戦闘衣[Se]
No101210 - N-【仮面】戦闘衣V2[Se]
No101220 - N-チェックシャツ[Ba]
No101230 - N-カーゴパンツ[Ba]
No101231 - N-カーゴパンツ/2[Ba]
No101250 - N-ユカタグリシスT1[Se]
No101251 - N-ユカタグリシスT1/2[Se]
No101260 - N-ゾディアック・カモ[Ba]
No101270 - N-アークスブレザーT1[Se]
No101271 - N-アークスブレザーT1/2[Se]
No101280 - N-ノーブルロングコート/B[Se]
No101290 - ブランシュクレウス/B[Se]
No101291 - ブランシュクレウス/B2[Se]
No101300 - バウナスボーア/C[Se]
No101310 - アリストブローデル/B[Se]
No101311 - アリストブローデル/B2[Se]
No101320 - N-フロワガロウズ/B[Ba]
No101340 - ルロウセイロウ[Se]
No101350 - ルーデスヴェール/B[Ba]
No101351 - ルーデスヴェール/B2[Ba]
